word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,hypo,hyper,var
recur,"<사람·이야기 등이>  되돌아가다 , 회상하다, 되돌아가 말하다 ((to)); 마음에 다시 떠오르다, 회상되다",反复出现；再次发生；重新产生,,/rɪˈkəː/,,"reoccur, repeat itself, occur again, be repeated, repeat","From Latin recurrō (“run back”)
",,,
elegiac,애가[비가]의,挽歌（体）的,,/ˌɛlɪˈdʒʌɪək/,,"lamenting, doleful, sorrowful, sad, melancholy, plaintive, melancholic","From Middle French élégiaque.
",,,
evident,"분명한, 눈에 띄는",显然易见的；明白的，明显的,,/ˈɛvɪd(ə)nt/,,"patent, crystal clear, blatant, plain, manifest, clear, marked, apparent, clear-cut, glaring, writ large, visible, observable, noticeable, striking, perceptible, pronounced, tangible, palpable, discernible, distinct, conspicuous, perceivable, transparent","From Middle English [Term?], from Old French [Term?], from Latin ēvidēns (“visible, apparent, clear, plain”) (compare Late Latin ēvideor (“to appear plainly”)), from ē (“out”) + videō (“see”), present participle vidēns, deponent videor (“to appear, seem”).
",,,
recondite,"많이 알려지지 않은, 잘 이해받지 못하는",深奥的；玄妙的；晦涩的,,/ˈrɛk(ə)ndʌɪt/,,"cryptic, profound, difficult, recherché, abstract, deep, arcane, little known, complicated, complex, involved, abstruse, esoteric","From Latin reconditus (“hidden, concealed”), past participle of recondō (“to put back, to reëstablish; to put away, to hide”), from re- (“again”) + condō (“to build, to form; to store; to conceal”)
",,,
subjugate,"예속시키다, 지배[통제]하에 두다",征服，使臣服，使屈服,,/ˈsʌbdʒʊɡeɪt/,,"quell, overpower, overcome, crush, bring under the yoke, defeat, vanquish, bring someone to their knees, gain control of, bring to heel, hegemonize, gain ascendancy over, gain mastery over, quash"," Romans Under the Yoke (1858), Charles Gleyre",,,
infinitesimal,"극미한, 극소의",极微小的,,/ˌɪnfɪnɪˈtɛsɪm(ə)l/,,"very small, extremely small, tiny, minuscule","From Latin infinitesimus, from infinitus (“infinite”) + -esimus, as in centesimus (“hundredth”)
",,,
aberrant,"도리를 벗어난, 일탈적인",违反常规的；反常的；异常的（尤指不能接受的）,,/əˈbɛr(ə)nt/,,"digressive, irregular, anomalous, divergent, abnormal, atypical, deviating","From Latin aberrāns, present active participle of aberrō (“go astray; err”), from ab (“from”) + errō (“to wander”).[1] See aberr.[2]
",,,
miserly,구두쇠[수전노]인,守财奴似的；吝啬鬼似的；吝啬的，小气的,,/ˈmʌɪzəli/,,"close-fisted, parsimonious, niggardly","miser +‎ -ly, attested from the 1540s.
",,,
apogee,"정점, 절정",（成功、流行、权力等的）顶峰，顶点，最高点,,/ˈapədʒiː/,,"high water mark, peak, apotheosis, high point, crowning moment, top, height, summit, highest point, zenith, pinnacle, crest","From French apogée, from Latin apogaeum, apogeum, from Ancient Greek ἀπόγειον (apógeion, “away from Earth”), from ἀπό (apó, “away”) + γῆ (gê, “Earth”).
",,,
conjugal,"부부의, 부부 관계의",婚姻的；夫妻间的（尤指性生活）,,/ˈkɒndʒʊɡ(ə)l/,,"connubial, married, nuptial, marriage, bridal, wedded, matrimonial","From Middle French conjugal, from Latin coniugālis.
",,,
effervescent,"열광하는, 기운이 넘치는",冒泡的；起沫的；泡腾的,,/ɛfəˈvɛsənt/,", flat, uneffervescent, noneffervescent, still, unfizzy, uncarbonated, nonsparkling, noncarbonated, ineffervescent","bubbly, aerated, sparkling, gassy, carbonated, abubble, frothy, foamy, fizzy, spumescent, bubbling, ebullient, effervescent, foaming, bubblesome, bubblicious (rare), sparkly","From French effervescent, from Latin effervēscō (“boil up”).
","semisparkling, carbonated",fluidic    [WS],
brevet,명예 진급,予以名誉晋升,,/ˈbrɛvɪt/,,,"Inherited from the Middle English brevet (“official letter”), from the Anglo-Norman diminutive of bref (“letter”), from the Latin brevis (“short”), whence brief.
",,,
abhor,(특히 도덕적인 이유로) 혐오하다,憎恶；憎恨；厌恶,,/əbˈhɔː/,,"dislike, shrink from, feel repugnance towards, execrate, shudder at, hate, feel animosity to, despise, abominate, feel aversion to, recoil from, feel hostility to, feel disgust for, regard with disgust, be unable to abide, feel distaste for, have an aversion to, disdain, loathe, be unable to bear, find intolerable","First attested in 1449, from Middle English abhorren, borrowed from Middle French abhorrer, from Latin abhorreō (“shrink away from in horror”), from ab- (“from”) +‎ horreō (“stand aghast, bristle with fear”).[1]
",,,
proponent,(어떤 사상·행동 방침의) 지지자,提倡者，宣导者，辩护者,,/prəˈpəʊnənt/,,"apostle, spokesman, upholder, champion, promoter, adherent, defender, exponent, spokesperson, friend, subscriber, pleader, spokeswoman, patron, supporter, propounder, endorser, espouser, apologist, backer, proposer","From Latin prōpōnēns, present participle of prōpōnō (“to put forward; propose”)
",,,
pessimistic,비관적인; 비관주의적인,悲观的,,/ˌpɛsɪˈmɪstɪk/,,"defeatist, doubting, downbeat, despondent, lugubrious, hopeless, suspicious, dejected, melancholy, despairing, dark, demoralized, gloom-ridden, bleak, depressed, negative, fatalistic, black, distrustful, glum, alarmist, cynical","pessimist +‎ -ic
",,,
desiccate,"건조시키다, <식품을> 물기를 빼서 건물(乾物)[가루]로 보관하다",把…弄干，使干（燥），使完全干燥；使脱水;用干燥法保存（食物），干贮（食物）；晒干；烘干；烤干;使智力枯竭；使…的感情枯竭,记忆技巧：de 去掉 + sicc 干 + ate 表动词 → 脱水；干燥,/ˈdɛsɪkeɪt/,,"dry, dried up, dehydrated, powdered","From Latin dēsiccāre (“to dry completely, dry up”)  +‎ -ate (verb suffix indicating acting in the specified manner).[1] Dēsiccāre is derived from dēsiccō (“to desiccate, dry up; to drain dry”) (from dē- (prefix meaning ‘completely, to exhaustion’) + siccō (“to dry; to drain, exhaust”), from siccus (“dry”), from Proto-Indo-European *seyk-) + -āre.
",,,
proffer,(물건을 잡고) 내밀다[권하다],提供，提出,,/ˈprɒfə/,,"suggest, volunteer, propose, submit, give, tender, extend, put forward, present","From Middle English profren, from Old French proffrir, poroffrir, from por- + offrir (“offer”), from Latin pro (for, in front of) + offerre (“to carry forward”), from ob- (“to, toward”) + ferre (“to bring”).
",,,
pique,(보통 자존심이 상해서 갖게 되는) 불쾌감[언짢음],（尤指因自尊心受损而产生的）不悦，生气,,/piːk/,,"vexation, displeasure, peevishness, exasperation, anger, wounded feelings, offence, disgruntlement, umbrage, petulance, annoyance, ill humour, resentment, wounded pride, discontentment, indignation, discontent, hurt pride, temper, bad temper, hurt feelings","Deverbal of piquer.
",,,
lexicon,(특정 언어·분야·개인·집단에서 사용하는 모든) 어휘,（某语言或学科的）全部辞汇；词典,,/ˈlɛksɪk(ə)n/,,"lexis, word stock",English Wikipedia has articles on:lexiconWikipedia,,,
ravage,"황폐[피폐]하게 만들다, 유린[파괴]하다",严重破坏；损坏；毁坏,,/ˈravɪdʒ/,,"raze, leave desolate, devastate, destroy, wreck, wipe out, leave in ruins, ruin, wreak havoc on, damage, demolish, level","From French ravage (“ravage, havoc, spoil”), from ravir (“to bear away suddenly”), from Latin rapere (“to snatch, seize”), akin to Ancient Greek ἁρπάζω (harpázō, “to seize”)
",,,
antebellum,(특히 미국 남북) 전쟁 전의,战前的；尤指美国内战之前的,,/ˌantɪˈbɛləm/,,,"From the Latin phrase ante bellum (literally “before the war”), from ante (“before”) + bellum (“war”).
",,,
counterfeit,"위조의, 모조의",伪造的；仿造的；假冒的,,/ˈkaʊntəfɪt/,,"forged, substitute, ersatz, imitation, dummy, sham, bogus, copied, spurious, simulated, faked, feigned","Anglo-Norman countrefait, from Old French contrefait.
",,,
bacchanalian,"흥청망청 대는, 진탕 마셔 대는",（尤指派对）疯狂地饮酒作乐的,,/ˌbakəˈneɪlɪən/,,"lotus-eating, voluptuary, indulgent, sensualist, self-indulgent, sybaritic, libertine, pleasure-seeking",,,,
autonomy,자치권,自治，自治权,,/ɔːˈtɒnəmi/,,"autarchy, independence, home rule, self-determination, self-rule, freedom, sovereignty","From Ancient Greek αὐτονομία (autonomía), from αὐτόνομος (autónomos), from αὐτός (autós, “self”) + νόμος (nómos, “law”). Surface analysis auto- (“self”) +‎ -nomy (“a system of rules or laws about a particular field”).
",,,
disciple,(종교적·정치적 가르침을 따르는) 제자[신봉자],信徒，门徒，追随者,,/dɪˈsʌɪp(ə)l/,,"acolyte, believer, admirer, adherent, votary, devotee","From Middle English disciple, discipul, from Old English discipul m (“disciple; scholar”) and discipula f (“female disciple”), both from Latin discipulus (“a pupil, learner”). Later influenced or superseded in Middle English by Old French deciple.
",,,
perfidious,믿을[신뢰할] 수 없는,背信弃义的；不忠贞的,,/pəˈfɪdɪəs/,,"false, unfaithful, faithless, deceitful, untrue, untrustworthy, traitorous, duplicitous, two-faced, dishonest, disloyal, double-dealing, Janus-faced, treasonous","From Latin perfidiōsus (“treacherous”), from perfidia.
",,,
fumigate,훈증 소독하다,（用毒性气体）薰蒸，烟熏（以除害虫或消毒）,,/ˈfjuːmɪɡeɪt/,,"sterilize, cleanse, decontaminate, purify, sanitize, sanitate, clean out","Borrowed from Latin fūmigātus, past participle of fūmigō, from fūmus (“smoke”).
",,,
prosaic,"평범한, 상상력이 없는",乏味的；平淡无奇的；缺乏想像力的,,/prə(ʊ)ˈzeɪɪk/,,"matter-of-fact, trite, plain, pedestrian, lifeless, deadpan, dead, clear, mundane, insipid, spiritless, dry, unemotional, unsentimental, plodding, vapid, factual, flat, stale, vacuous, monotonous, dull, undistinguished, banal, unpoetic, unembellished, jejune, literal, unvarnished, uninspired, bland, heavy, lacklustre, unadorned, humdrum, hackneyed","From Middle French prosaïque, from Medieval Latin prosaicus (“in prose”), from Latin prosa (“prose”), from prorsus (“straightforward, in prose”), from Old Latin provorsus (“straight ahead”), from pro- (“forward”) + vorsus (“turned”), from vertō (“to turn”), from Proto-Indo-European *wer- (“to turn, to bend”).
",,,
demur,이의를 제기하다,提出异议；拒绝,,/dɪˈməː/,,"object, take issue, dissent, cavil, lodge a protest, take exception, protest","From Anglo-Norman demorer, from Old French demorer (French demeurer), from Vulgar Latin demoro, Latin
demorari (“to tarry”), from de- + morari (“to delay”).[1]
",,,
antidote,해독제,解毒剂；（尤指）解毒药,,/ˈantɪdəʊt/,,antiserum,"From Latin antidotum, from Ancient Greek ἀντίδοτον (antídoton), neuter of ἀντίδοτος (antídotos, “given as a remedy for”), from ἀντιδίδωμι (antidídōmi, “I give in return, repay”), from ἀντί (antí, “against”) + δίδωμι (dídōmi, “I give”). Compare French antidote.
",,,
exonerate,무죄임[책임이 없음]을 밝혀 주다,证明…无罪；宣布…无罪；使免受责备,,/ɪɡˈzɒnəreɪt/,,"pronounce not guilty, declare innocent, acquit, discharge, find innocent, clear","From Latin exonerāt-, the participle stem of exonerāre, from exonerō (“to discharge, to unload; to exonerate”), from ex- (“a prefix denoting privation”) + onerō (“to burden, to lade, to load”) (from onus (“burden, load”), from Proto-Indo-European *h₃énh₂os (“burden, load”), from *h₃enh₂- (“to charge, to onerate”)). Cognate with French exonérer.
",,,
odious,"끔찍한, 혐오스러운",讨厌的；可恶的，可憎的,,/ˈəʊdɪəs/,,"nauseating, terrible, execrable, hateful, monstrous, gruesome, noxious, off-putting, unsavoury, disagreeable, nasty, awful, displeasing, detestable, offensive, reprehensible, loathsome, atrocious, insufferable, sickening, unacceptable, obscene, repugnant, horrendous, unpleasant, grisly, disgusting, base, vile, intolerable, appalling, beyond the pale, frightful, deplorable, foul, dislikeable, nauseous, unspeakable, poisonous, abhorrent, hideous, heinous, obnoxious, dreadful, repulsive, contemptible, despicable, unpalatable, abominable, distasteful, objectionable, repellent","Borrowed from Anglo-Norman, from Old French odieus, from Latin odiōsus, from odium (“hate”).
",,,
mendacity,거짓된 행동; 허위,撒谎习惯；说谎,,/mɛnˈdasəti/,,"insincerity, fraud, fraudulence, perfidy, two-timing, deception, untruthfulness, disingenuousness, dishonesty, hypocrisy, deceitfulness, perjury, duplicity, double-dealing, dissembling, deceit","From Late Latin mendacitas [1], from Latin mendāx (“deceitful, deceptive, lying”) +‎ -itās (“suffix forming nouns indicating a state of being”). Mendāx is derived from mentior (“to deceive, lie”) (from mēns, mentis (“mind; intellect; judgment, reasoning”), from Proto-Indo-European *méntis (“thought”)) + -āx (“suffix forming adjectives expressing a tendency or inclination”), or from Proto-Indo-European *mend- (“to fault”).
",,,
bombastic,"과장한, 허풍 떠는",夸夸其谈的；夸大的,,/bɒmˈbastɪk/,,"blathering, blustering, ranting","18th century, from bombast (“padding, stuffing”).
",,,
antipathy,(강한) 반감,憎恶，厌恶；反感,,/anˈtɪpəθi/,,"animus, animosity, antagonism, dislike, enmity, opposition, abhorrence, repugnance, aversion, loathing, hatred, ill feeling, ill will, hate, odium, distaste","From Ancient Greek ἀντιπάθεια (antipátheia), noun of state from ἀντιπαθής (antipathḗs, “opposed in feeling”), from ἀντί (antí, “against”) + root of πάθος (páthos, “feeling”).
",,,
abnormal,비정상적인,反常的；异常的；变态的（尤指不好的）,,/əbˈnɔːm(ə)l/,,"non-typical, isolated, irregular, uncommon, anomalous, deviant, wayward, divergent, aberrant, freak, unrepresentative, untypical, rare, freakish, atypical, deviating","From ab- +‎ normal. First attested in 1835, replacing the earlier anormal and even earlier abnormous,[1] from Latin abnormis (“departing from normal”), from either (ab- (“away from”) + norma (“rule, norm”)),[2] or Ancient Greek ἀνώμαλος (anṓmalos)[3].
",,,
fugue,푸가,赋格曲,,/fjuːɡ/,,,"Borrowed from French fugue, from Italian fuga (“flight, ardor”), from Latin fuga (“act of fleeing”), from fugere (“to flee”); compare Ancient Greek φυγή (phugḗ). Apparently from the metaphor that the first part starts alone on its course, and is pursued by later parts.
",,,
expatiate,"상세히 설명하다[말하다] ((on, upon))",长篇大论；赘述；详述,,/ɪkˈspeɪʃɪeɪt/,,"expound, speak at length about, dwell on, discourse on, go into detail about, go on about, write at length about, pontificate about","From the participle stem of Latin expatior, from ex- + spatior (“walk about”).
",,,
congenital,선천적인,（疾病等）天生的，先天的,,/kənˈdʒɛnɪt(ə)l/,,"ingrown, inbuilt, constitutional, instinctual, deep-rooted, native, natural, inherent, in the family, innate, unlearned, inherited, in the blood, inbred, hereditary, deep-seated, built-in, original",,,,
astute,"약삭빠른, 영악한",敏锐的；精明的,,/əˈstjuːt/,,"discerning, piercing, penetrating, media-savvy, quick, intelligent, insightful, acute, intuitive, smart, ingenious, wise, sharp-witted, discriminating, brilliant, quick-witted, canny, razor-sharp, bright, clever, perspicacious, sharp, sagacious, judicious, perceptive, incisive","Latin astūtus, from astus (“craft”).
",,,
budding,싹트기 시작하는; 신예의,开始发展的；崭露头角的,,/ˈbʌdɪŋ/,,"up-and-coming, future, in the making, rising, aspiring, prospective, coming, with potential",,,,
fidelity,충실함,（尤指对性伴侣的）忠诚，忠实，忠贞,,/fɪˈdɛlɪti/,,"constancy, homage, allegiance, fealty, obedience","15th century, from Middle French fidélité, from Latin fidēlitās, from fidēlis (“faithful”), from fidēs (“faith, loyalty”) (English faith), from Proto-Indo-European *bʰidʰ-, zero-grade of Proto-Indo-European *bʰeydʰ- (“to command, to persuade, to trust”) (English bide). Doublet of fealty.
",,,
adherent,(정당·사상 등의) 지지자,黏性的；黏着的；附着的,,/ədˈhɪər(ə)nt/,,"friend, supporter, disciple, stalwart, upholder, defender, member, advocate, partisan, votary","From Middle English adherent, from Old French adherent, from Latin adhaerēns, present participle of adhaereō (“to stick to, cling”).
",,,
android,안드로이드(인간의 모습을 한 로봇),人型机器人；模拟机器人,,/ˈandrɔɪd/,,,"From New Latin androides, from Ancient Greek ἀνδρός (andrós, “man”) (genitive of ἀνήρ (anḗr)) + -ειδής (-eidḗs), itself from εἶδος (eîdos, “form, image, shape, appearance, look”). Note the form ἀνδρώδης (andrṓdēs, “manly”) already existed in Ancient Greek. Synchronically, andro- +‎ -oid.
",,,
intemperate,무절제한,（人或其言行）无节制的，过激的，放纵的,,/ɪnˈtɛmp(ə)rət/,,"uncalled for, undue, inordinate, unwarranted, unjustified, unreasonable, excessive","in- +‎ temperate
",,,
discursive,"두서없는, 산만한",推论的，论证的,,/dɪsˈkəːsɪv/,,"digressive, diffuse, wandering, long, maundering, lengthy, meandering","Borrowed from Middle French discursif, formed from the stem of Latin discursus and the suffix -if, and in part borrowed from Medieval Latin discursivus.
",,,
petulant,"심술을 부리는, 심통 사나운",耍孩子脾气的，任性的；脾气暴躁的,,/ˈpɛtjʊl(ə)nt/,,"morose, peppery, moody, grumpy, sulky, waspish, dyspeptic, curmudgeonly, disagreeable, in a bad mood, bilious, impatient, crusty, fretful, irritable, churlish, crabby, touchy, scratchy, cantankerous, ill-natured, surly, huffy, out of sorts, prickly, on edge, ill-humoured, sour, pettish, liverish, fractious, sullen, testy, crotchety, choleric, bad-tempered, bitter, edgy, splenetic, ill-tempered, crabbed, miserable, complaining, out of temper, tetchy, cross","From Middle French, from Latin petulāns, akin to petere.
",,,
bemusing,"멍하게 만들다, 어리벙벙하게 하다; 생각에 잠기게 하다",使困惑;使不解;使茫然,,,,,,,,
simper,바보같이[멍청하게] 웃다,傻笑，痴笑,,/ˈsɪmpə/,,"smirk, smile coquettishly, look coy, giggle, titter","Origin uncertain; compare (probably from[1]) Danish simper / semper (“coy”), German zimper (“elegant, dainty”).
",,,
confluence,(두 강의) 합류 지점,（河流）汇合处，汇流点,,/ˈkɒnflʊəns/,,"conflux, junction, meeting, watersmeet, joining","Borrowed from Late Latin confluentia, from con- + fluere.
",,,
deft,"날랜, 재빠른",熟练的；巧妙的；灵巧的,,/dɛft/,,"nimble-footed, active, light on one's feet, quick, spry, sprightly, deft, graceful, supple, skilful, limber, adroit, quick-moving, acrobatic, dexterous, lithe, light-footed, lively, light, lissom, fleet-footed, flexible","From Middle English defte, daft (“gentle”), from Old English dæfte, ġedæfte (“mild, gentle, meek”), from Proto-Germanic *daftuz (“accommodating, convenient”), derived from *dabaną (“to be suitable”), from Proto-Indo-European *dʰh₂ebʰ- (“fitting, fit together”). Near cognates include Gothic 𐌲𐌰𐌳𐍉𐍆𐍃 (gadōfs, “suitable”), West Frisian deftich (“distinguished”), Dutch deftig (“distinguished”), German deftig (“coarse”). Further cognates include Russian добро (dobro, “wealth, good”) and Latin faber (“craftsman; skillful”).
",,,
wanton,(파괴·위해 행위가) 타당한 이유 없이 고의적인[악의적인],无节制的，过分的，恣意的；不负责的,,/ˈwɒntən/,", orderly    [WS], ruly, repressible, disciplined, under control, restrained, constrained","chaotic, undisciplined, spiteful, vicious, unruly, evil, anarchic, cruel, wanton, malevolent, irrepressible, unchecked, wicked, wilful, anarchical, stanchless, rampant, unvanquished, uncontrolled, malicious, uncontrollable, out of control, unrestrained, ungovernable","From Middle English wantoun, wantowen, wantoȝen, wantowe (“uneducated; unrestrained; licentious; sportive; playful”), from wan- (“not, un-, mis-”) + towen, i-towen (“educated”, literally “towed; led; drawn”), from Old English togen, ġetogen, past participle of tēon (“to train, discipline”), equivalent to wan- +‎ towed.
","wayward, libidinous, slovenly, indomitable    [WS]",,
intravenous,"정맥으로 들어가는, 정맥 주사의",进入静脉的；静脉的,,/ˌɪntrəˈviːnəs/,,,"From intra- +‎ venous.
",,,
conjunction,접속사,连词，连接词,,/kənˈdʒʌŋ(k)ʃ(ə)n/,,"contemporaneity, concomitance, synchronicity, coexistence, simultaneity, synchrony, concurrence, simultaneousness, contemporaneousness, coincidence","From Old French conjonction, from Latin coniūnctiō (“joining”), from coniungere (“to join”).
",,,
salubrious,"살기 좋은, 건강에 좋은",（地方）环境宜人且有益健康的，宜居的,,/səˈluːbrɪəs/,,"salutary, good for one's health, healthful, beneficial, wholesome, health-giving","From Latin salūbris (“healthy”)  +‎ -ous.
",,,
sojourn,체류,逗留，停留,,/ˈsɒdʒ(ə)n/,,"stop    [WS], quarter, stop, sojourn, visit, stop over, residence, stay over, stay, lodge, stopover, tarry    [WS], keep (obsolete), stop off, sleep over","Borrowed from Old French sojor, sojorner (modern séjour, séjourner), from (assumed) Vulgar Latin *subdiurnāre, from Latin sub- (“under, a little over”) + Late Latin diurnus (“lasting for a day”), from Latin dies (“day”).[1]
","billet, lodge, house-sit, camp",reside    [WS],
dilatory,미적거리는; 지체시키는,缓慢的，拖延的，迟缓的,,/ˈdɪlət(ə)ri/,,"unhurried, indolent, slothful, sluggish, lax, tardy, unpunctual, slack, snail-like, tortoise-like, sluggardly, idle, lazy","From Old French dilatoire [1], from Latin dilatorius (“extending or putting off (time)”), from dilator, from differo. Not etymologically related to delay.
",,,
hypocritical,"위선의, 위선(자)적인",虚伪的；伪善的,,/ˌhɪpəˈkrɪtɪkl/,,"insincere, pretended, self-righteous, hollow, specious, pietistic, pious, false, superior, holier-than-thou, feigned","From hypocritic + -al, from ὑποκριτικός (hupokritikós), from ὑποκριτής (hupokritḗs, “actor, hypocrite”), from ὑποκρίνομαι (hupokrínomai, “I play a part on stage”), from ὑπό (hupó, “below”) + κρίνω (krínō, “I choose”).
",,,
aver,(사실이라고) 단언하다[주장하다],断言；坚称,,/əˈvəː/,,"pronounce, disseminate, make known, make public, air, mention, state, express, set forth, announce, bring into the open, communicate, trumpet, articulate, vent, voice, broadcast, publish, talk about, circulate, publicize, raise, reveal, divulge, blazon, moot, promulgate","From Latin habeō.
",,,
bilious,곧 토할 것 같은,患胆病的；胆汁分泌过多的,,/ˈbɪlɪəs/,,"sick, nauseated, liverish, queasy, green about the gills","From French bilieux, from Latin bīliōsus (“full of bile”), from bīlis (“bile”) + -ōsus (“full of”).
",,,
docile,"유순한, 고분고분한",温和的；温顺的，驯服的；易控制的,,/ˈdəʊsʌɪl/,", dominant","dutiful, manageable, deferential, tractable, malleable, meek, willing, amenable, easily handled, docile, unassertive, controllable, compliant, passive, yielding, tame, like putty in one's hands, accommodating, pliant, lamblike, obedient, unresisting, mild, cooperative, ductile, manipulable, biddable, persuadable, easily manipulated, submissive","Borrowed from Middle French docile, from Latin docilis, from docere (“teach”).
","submissive, obedient    [WS]",,
infringe,위반하다,违反，违背（规定、法律等）,,/ɪnˈfrɪn(d)ʒ/,,"fly in the face of, disobey, break, flout, defy, breach, ride roughshod over, kick against, commit a breach of, transgress, violate","Borrowed from Latin infringere (“to break off, break, bruise, weaken, destroy”), from in (“in”) + frangere (“to break”).
",,,
phonetics,음성학,语音学,,/fəˈnɛtɪks/,,,"phonetic +‎ -ics.
",,,
ribald,(우스꽝스럽게) 야한,（指言语）粗俗诙谐的；猥亵逗笑的,,/ˈrɪb(ə)ld/,,"indelicate, rude, indecorous, improper, racy, Rabelaisian, locker-room, broad, suggestive, off colour, spicy, titillating, indecent, naughty, risqué, earthy","From Middle English ribald, from Old French ribaud, ribauld (“rogue, scoundrel”) ( > English ribaud), from Old French riber (“to be licentious”), from Frankish *rīban (“to copulate, be in heat”, literally “to rub”), from Proto-Germanic *wrībaną (“to turn, twist, writhe”), from Proto-Indo-European *werp-, *werb- (“to turn, twist”) + Old French -aud, from Frankish *-wald. Related to Old High German rīban (“to rub”), German reiben (“to rub”), Dutch wrijven (“to rub”). Compare also Old High German hrība (“prostitute”). See also English wrap.
",,,
aperture,(작은) 구멍,小孔；缝隙；（尤指照相机的）孔径，光圈,,/ˈapətʃə/,,"space, slot, crevice, vent, passage, perforation, hole, eye, crack, gap, slit, breach, interstice, fissure, chink","Borrowed from Latin apertūra (“opening”), from apertus, past participle of aperīre (“to open, uncover”), opposed to operīre (“to close, cover”). See aperient. Doublet of overture.
",,,
antithetical,"대조되는; 정반대의; 대조법의, 대구(對句)의",相反的;对立的;不相容的,记忆技巧：anti 相反；反对 + thet 放置 + ical …的 → 反着放的 → 对立的,/ˌantɪˈθɛtɪk(ə)l/,,"different to, irreconcilable with, at odds with, directly opposed to, inconsistent with, different from, incompatible with, unlike, divergent from, at variance with, contrasting with, conflicting with, contrary to, contradictory to, differing from","From antithetic +‎ -al.
",,,
junta,(쿠데타로 정권을 장악한) 군사 정부,（以武力夺取政权的）军政府,,/ˈdʒʌntə/,,"set, gang, clique, league, group, party, ring, cabal, confederacy","Borrowed from Spanish junta, feminine form of junto, from Latin iunctus, perfect passive participle of iungō (“join”). 1623.
",,,
century,100년,一百年,,/ˈsɛntʃʊri/,,"decade, stage, era, period, century, time, epoch, year","From Middle English centurie (“a count of one hundred (of anything); a division of the Roman army; century; a division of land”), from Old French centurie, from Latin centuria, from centum (“one hundred”). The most common modern use is a shortening of century of years.
",,,
lease,임대차 계약,租借，租用,,/liːs/,,"hire agreement, charter, contract, rental agreement",,,,
spellbind,"주문으로 얽매다, 마법[마술]을 걸다; 매혹하다",迷惑[诱惑],,/ˈspɛlbʌɪnd/,,"intriguing, compelling, hypnotic, thrilling, riveting, compulsive, absorbing, gripping, magical, very exciting, mesmerizing, entrancing, engrossing, enthralling, bewitching, captivating, mesmeric, very interesting, transfixing","spell +‎ bind
",,,
remonstrate,항의[불평]하다,抗议；反对；抱怨,,/ˈrɛmənstreɪt/,,"complain, expostulate","From (the participle stem of) Late Latin remōnstrō, from Latin re- + mōnstrō.
",,,
awry,(계획 등이) 빗나간[엉망이 된],离开预期方向（的）；出错（的）,,/əˈrʌɪ/,,"wrong, not right","a- (preposition) +‎ wry
",,,
concord,화합,协调；和谐；和睦,,/ˈkɒŋkɔːd/,,"unity, oneness, consensus, harmony, unanimity, concurrence, unison, accord",,,,
derisive,조롱[조소]하는,嘲笑的，讥笑的，嘲讽的,,/dɪˈrʌɪsɪv/,,"ridiculing, jibing, teasing, pillorying, snide, scoffing, jeering, derisory","From the participle stem of Latin dērīdeō (“I deride”).
",,,
subdue,진압하다,压制；制服；控制,,/səbˈdjuː/,,"overpower, quash, trounce, get the better of, subjugate, beat, overcome, cow, vanquish, bring someone to their knees, master, triumph over, gain the upper hand over, crush, tame, humble, overwhelm, quell, hold in check, chasten, defeat, suppress","From Old French souduire, from Latin subdūcere (“to draw away”), perhaps influenced by Latin subdere (“subdue, subject”).
",,,
falsehood,거짓임; 거짓말하기,说谎,,/ˈfɔːlshʊd/,", truth    [WS], verity","falsity, false statement, fib, yarn, flight of fancy, figment of the imagination, untruth, story, piece of fiction, fiction, made-up story, falsehood, cock and bull story, invention, falseness, fake news, falsification, fabrication, leasing, trumped-up story","From Middle English falshede, from false + -hede.
",,,"lie    [WS], equivocation, fib, yed, nonsense    [WS], factoid, error    [WS], fairy tale, fiction, misconception"
respite,"(곤경·불쾌한 일의) 일시적인 중단, 한숨 돌리기",暂停；暂时中止；暂时缓解,,/ˈrɛspʌɪt/,,"hiatus, halt, time out, breathing space, standstill, stop, pause, break, interval, cessation, discontinuation, lull, intermission, interlude, recess, stoppage","From Anglo-Norman and Old French respit (“rest”), from Latin respectus. Doublet of respect.
",,,
benediction,축복(의 기도),向上帝祈福,,/ˌbɛnɪˈdɪkʃ(ə)n/,,"sanctification, consecration, hallowing, benediction","Borrowed from Ecclesiastical Latin benedictio, benedictionis, from benedictus (“blessed; well spoken of”). Doublet of benison.
",,,
renounce,"(직함·직책 등을 공식적으로) 포기[단념]하다, 포기를 선언하다",声明放弃；宣布放弃；弃绝,,/rɪˈnaʊns/,,"repudiate, refuse to recognize, refuse to abide by","From Old French renoncier (French renoncer), from Latin renuntiare.
",,,
consanguine,"같은 혈족의, 동족의",同血亲的；同宗族的,,/kɒnˈsaŋɡwɪn/,", unrelated, affinal","akin    [WS], consanguineous, cognate, consanguineal, nsanguineous, natural (obsolete), consanguine, same-blooded","From French consanguin
",,related    [WS],
