word,ko,zh_Hans,etym_zh_Hans,pron,ant,syn,etym,pof,en,var
despotic,전제[독재]적인; 횡포한,专制的;残暴的;暴虐的,,/dɪˈspɒtɪk/,,"dictatorial, totalitarian, authoritarian, absolute, absolutist, arbitrary, unconstitutional, undemocratic, anti-democratic, uncontrolled, unaccountable, summary","From Ancient Greek δεσποτικός (despotikós) via French despotique.
",[ADJ],"If you say that someone is despotic, you are emphasizing that they use their power over other people in a very unfair or cruel way.",
adumbrate,개요를[개략적으로] 알려주다,（尤指对未来的事情）概括说明，勾画轮廓,,/ˈadʌmbreɪt/,,"presage, portend, foretell, prophesy, predict","Borrowed from Latin adumbrātus (“represented in outline”), from adumbrāre (“cast a shadow on”), from umbra (“shadow”).
",[VERB],to outline; give a faint indication of,
fortissimo,"포르티시모, 매우 세게",(演奏或歌唱)很强,,/fɔːˈtɪsɪməʊ/,,"blaring, booming, deafening, roaring, thunderous, thundering, tumultuous, clamorous, blasting, head-splitting, ear-splitting, ear-piercing, piercing","Borrowed from Italian fortissimo.
",[ADV],A piece of music that is played fortissimo is played very loudly.,"fusser, buzzkill, perfectionist, precisianist, precisionist, purist, tightass, nazi, hairsplitter, neatnik, caviler, formalist, precisian, stickler, rulemonger"
sinuous,"(이동 중에 우아하게) 선회하는; 물결 모양의, 구불구불한",蜿蜒的，弯曲的,,/ˈsɪnjʊəs/,,"windy, serpentine, curving, twisting, meandering, snaking, snaky, zigzag, zigzagging, turning, bending, curling, coiling, undulating","Borrowed from Latin sinuōsus.
",[ADJ],Something that is sinuous moves with smooth twists and turns.,
stoic,"금욕주의자, 극기심이 강한 사람",克制感情的；（尤指面对逆境）坚忍的，隐忍的,,/ˈstəʊɪk/,,,"From Latin stoicus, from Ancient Greek Στωϊκός (Stōïkós), from Ποικίλη Στοά (Poikílē Stoá, “painted portico”), the portico in Athens where Zeno was teaching.
",[ADJ],Stoic means the same as stoical.,
dubious,"의심하는, 미심쩍어 하는",半信半疑的，可疑的；不确定的；不可信的,,/ˈdjuːbɪəs/,,"uncertain, unsure, in doubt, hesitant","From Latin dubius.
",[ADJ],"If you describe something as dubious, you mean that you do not consider it to be completely honest, safe, or reliable.",
peremptory,"위압적인, 독단적인",不容置辩的；专横的，霸道的,,/pəˈrɛm(p)t(ə)ri/,,"imperious, high-handed, brisk, abrupt, summary, commanding, authoritative, overbearing, dogmatic, autocratic, dictatorial, bossy, domineering, arbitrary, arrogant, overweening, lordly, tyrannical, despotic, imperial, magisterial, authoritarian","From Anglo-Norman peremptorie, parentorie et al. (Modern French péremptoire), and its source, Latin peremptōrius (“deadly; decisive”), from perimō (“destroy”), from per- (“thorough”) + emō (“I take, I acquire”) (compare English emporium (“store”)).
",[ADJ],Someone who does something in a peremptory way does it in a way that shows that they expect to be obeyed immediately.,
mea culpa,"메아 쿨파, 내 탓이로소이다",我的过失；我应受谴责；我应负责任,,,,,"From the Latin phrase meā culpā (“through my fault”), from mea (“my, mine”) and culpa (“fault”) in the ablative
",[etc.],an acknowledgment of guilt,
concentrate,"(정신을) 집중하다[집중시키다], 전념하다",专注，专心；全神贯注；集中（注意力）,,/ˈkɒns(ə)ntreɪt/,,"direct, centre, centralize, bring to bear","From French concentrer.
",[VERB],"If you concentrate on something, or concentrate your mind on it, you give all your attention to it.",
equivocal,모호한,含糊的；模棱两可的；有歧义的,,/ɪˈkwɪvək(ə)l/,,"to be decided, unresolved, undetermined, uncertain, open, arguable, debatable, disputed, unanswered, open to debate, doubtful, in doubt, moot, up in the air, in limbo, in a state of limbo, in a state of uncertainty, indefinite, inconclusive, unconfirmed, unsolved, ongoing, pending","From Late Latin aequivocus, from aequus +‎ vocō.
",[ADJ],"If you are equivocal, you are deliberately vague in what you say, because you want to avoid speaking the truth or making a decision.",
acquisitive,소유욕[물욕]이 많은,（对财物）渴望得到的，迫切求取的；贪婪的,,/əˈkwɪzɪtɪv/,,"hoarding, covetous, avaricious, possessive, grasping, grabbing, predatory, avid, rapacious, mercenary, materialistic, money-oriented",,[ADJ],"If you describe a person or an organization as acquisitive, you do not approve of them because you think they are too concerned with getting new possessions.",
pellucid,"티 하나 없이 깨끗한[맑은], 투명한",清澈的;清晰的,,/pɪˈl(j)uːsɪd/,,"transparent, clear, crystal clear, crystalline, bright, glassy, limpid, unclouded","From Latin pellūcidus, from per- (“very”) + lūcidus (“clear, bright”) (whence lucid), from lūceō (“shine, be visible”). Surface analysis per- +‎ lucid; compare perfervid. Compare clear, crystal clear, both also with literal meaning “transparent” but metaphorical meaning “easily understood”.
",[ADJ],Something that is pellucid is extremely clear.,
centipede,지네,蜈蚣，百足虫,,/ˈsɛntɪpiːd/,,,"From French centipède, from Latin centi- (“hundred”) + pes (“foot”).
",[NOUN],"A centipede is a long, thin creature with a lot of legs.",
disperse,"(이리저리) 흩어지다, 해산하다; 해산시키다",（使）扩散，（使）散开，（使）分散,,/dɪˈspəːs/,,"disseminate, distribute, spread, broadcast, diffuse, strew, sow, sprinkle, pepper","From French disperser, from Latin dispersus, past participle of dispergere (“to scatter abroad, disperse”), from dis- (“apart”) + spargere (“to scatter”); see sparse.
",[VERB],"When something disperses or when you disperse it, it spreads over a wide area.",
subterfuge,속임수,花招，伎俩；诡计,,/ˈsʌbtəfjuːdʒ/,,"intrigue, deviousness, evasion, deceit, deception, dishonesty, cheating, duplicity, guile, cunning, craft, craftiness, slyness, chicanery, bluff, pretence, fraud, fraudulence, sophistry, sharp practice","Borrowed from Middle French subterfuge, from Medieval Latin subterfugium, from Latin subterfugio (“I flee secretly”), from subter (“under”) and fugio (“I flee”).
",[NOUN],Subterfuge is a trick or a dishonest way of getting what you want.,
heterosexual,이성애자,异性恋者,,/hɛt(ə)rə(ʊ)ˈsɛkʃʊəl/,,"hetero, het","From hetero- +‎ -sexual.
",[ADJ],A heterosexual relationship is a sexual relationship between a man and a woman.,
lassitude,노곤함; 무기력,疲惫，疲劳；倦怠,,/ˈlasɪtjuːd/,,"listlessness, weariness, languor, sluggishness, enervation, tiredness, exhaustion, fatigue, sleepiness, drowsiness, torpor, torpidity, ennui, lifelessness, sloth, apathy","Borrowed from French lassitude, from Latin lassitūdō (“faintness, weariness”), from lassus (“faint, weary”), perhaps for *ladtus, and thus akin to English late.
",[NOUN],"Lassitude is a state of tiredness, laziness, or lack of interest.",
ardent,"열렬한, 열정적인",热烈的；激情的；强烈的,,/ˈɑːd(ə)nt/,,"avid, impassioned, fervent, fervid, zealous, wholehearted, eager, vehement, intense, fierce, fiery, flaming, emotional, hot-blooded","First attested circa 14th century, from Middle English ardaunt, borrowed from Anglo-Norman ardent, from Old French ardant, from Latin ardentem, accusative of ardēns, present participle of ardeō (“I burn”).
",[ADJ],Ardent is used to describe someone who has extremely strong feelings about something or someone.,
chortle,(기쁘거나 재미있어서) 깔깔거리다,（常指幸灾乐祸地）哈哈大笑，咯咯地笑,,/ˈtʃɔːt(ə)l/,,"laugh, giggle, titter, tee-hee, snigger","Perhaps a blend of chuckle +‎ snort. Coined by Lewis Carroll in his poem Jabberwocky, first published in 1855 but only introduced to the public in his 1871 novel Through the Looking-Glass.
",[VERB],To chortle means to laugh in a way that shows you are very pleased.,
choleric,"화를 잘 내는, 걸핏하면 화를 내는",暴怒的；易怒的，性情暴躁的,,/ˈkɒlərɪk/,,"irascible, irritable, grumpy, grouchy, crotchety, tetchy, testy, crusty, cantankerous, curmudgeonly, ill-tempered, ill-natured, ill-humoured, peevish, cross, fractious, disagreeable, pettish, crabbed, crabby, waspish, prickly, peppery, touchy, scratchy, splenetic, shrewish, short-tempered, hot-tempered, quick-tempered, dyspeptic, bilious, liverish, cross-grained","From Middle English colerik, from Old French colerique, from Latin cholericus.
",[ADJ],A choleric person gets angry very easily. You can also use choleric to describe a person who is very angry.,
probity,(완전한) 정직성,诚实,,/ˈprəʊbɪti/,,"honesty, uprightness, decency, morality, rectitude, goodness, virtue, right-mindedness, trustworthiness, truthfulness, honour, honourableness, justice, fairness, equity","From Middle French probité, from Latin probitas (“uprightness, honesty”), from probus (“good, excellent, honest”); see probe, prove.
",[NOUN],Probity is a high standard of correct moral behaviour.,
auspicious,상서로운,吉利的，吉祥的,,/ɔːˈspɪʃəs/,,"propitious, promising, full of promise, bright, rosy, good, optimistic, hopeful, encouraging","From auspice +‎ -ious, from Latin auspicium (“augury”), from auspex (“augur”), possibly via French.
",[ADJ],Something that is auspicious indicates that success is likely.,
circumvent,(어려움이나 법 등을) 피하다[면하다],（尤指巧妙或非法地）逃避，规避，绕过,,/səːkəmˈvɛnt/,,"get round, find a way round, evade, get past, bypass, sidestep, dodge","Latin circum (“about”) + venire (“to come”)
",[VERB],"If someone circumvents a rule or restriction, they avoid having to obey the rule or restriction, in a clever and perhaps dishonest way.",
persevere,"인내하며[굴하지 않고] 계속하다, 인내심을 갖고 하다",锲而不舍，坚持不懈,,/pəːsɪˈvɪə/,,"continue, carry on, go on, keep on, keep going, not give up, struggle on, hammer away, be persistent, be determined, follow something through, see something through, keep at it, show determination, press ahead, press on, stay with something, not take no for an answer, be tenacious, be pertinacious, be patient, stand one's ground, stand fast, stand firm, hold on, hold out, go the distance, stay the course, plod on, plough on, grind away, stop at nothing, leave no stone unturned","From Old French perseverer, from Latin perseverare (“to continue steadfastly, persist, persevere”), from perseverus (“very strict or earnest”), from per (“through, by the means of”) + severus (“strict, earnest”).
",[VERB],"If you persevere with something, you keep trying to do it and do not give up, even though it is difficult.",
aqueduct,송수로[교],（尤指跨越山谷的多拱的）高架渠，渡槽,,/ˈakwɪdʌkt/,,"race, channel, watercourse, waterway, sluice, sluiceway, spillway","Adapted from the Latin aquaeductus (“conveyance of water”), from aqua (“water”) + dūcō (“I lead”, “I bring”); compare the French aqueduc.
",[NOUN],"An aqueduct is a long bridge with many arches, which carries a water supply or a canal over a valley.",
fable,우화,寓言；寓言故事,,/ˈfeɪb(ə)l/,,"parable, apologue, allegory, bestiary","From Middle English, borrowed from Old French fable, from Latin fabula, from fā(rī) (“to speak, say”) + -bula (“instrumental suffix”). See ban, and compare fabulous, fame.
",[NOUN],A fable is a story which teaches a moral lesson. Fables sometimes have animals as the main characters.,
pedestrian,보행자,行人，步行者,,/pɪˈdɛstrɪən/,,"person on foot, hiker, rambler, stroller, wayfarer, footslogger","Borrowed from the Latin root pedestri-, from pedester.
",[NOUN],"A pedestrian is a person who is walking, especially in a town or city, rather than travelling in a vehicle.",
smorgasbord,스모가스보드(온갖 음식이 다양하게 나오는 뷔페식 식사),（包含不同热菜和冷菜的）北欧式自助餐,,/ˈsmɔːɡəsbɔːd/,,"cold meal, self-service, smorgasbord",A smorgasbord,[NOUN],"Smorgasbord is a meal with a variety of hot and cold savoury dishes, from which people serve themselves.",
sordid,"비도덕적인, 부정직한, 추악한",肮脏的，邋遢的,,/ˈsɔːdɪd/,,"seedy, seamy, unsavoury, shoddy, vile, foul, tawdry, louche, cheap, base, low, low-minded, debased, degenerate, corrupt, dishonest, dishonourable, disreputable, despicable, discreditable, contemptible, ignominious, ignoble, shameful, wretched, abhorrent, abominable, disgusting","Latin sordidus, from sordēre (“be dirty”).
",[ADJ],"If you describe someone's behaviour as sordid, you mean that it is immoral or dishonest.",
vacillate,(의견·생각이 남이 볼 때 짜증스러울 정도로) 흔들리다[자꾸 바뀌다],踌躇；犹豫；摇摆不定,,/ˈvasɪleɪt/,,"be indecisive, be irresolute, be undecided, be uncertain, be unsure, be doubtful, waver, teeter, temporize, hesitate, oscillate, fluctuate, keep changing one's mind","From Latin vacillātum, supine form of vacillō (“sway, waver”).
",[VERB],"If you vacillate between two alternatives or choices, you keep changing your mind.",
ring,"전화하다, 전화를 걸다",环（状物）；圆形的东西；环形排列,,/rɪŋ/,,"band of gold, marriage token","From Middle Dutch rinc, from Old Dutch ring, from Proto-Germanic *hringaz.
",[VERB],"When you ring someone, you telephone them.in AM, usually use call",
recur,"<사람·이야기 등이>  되돌아가다 , 회상하다, 되돌아가 말하다 ((to)); 마음에 다시 떠오르다, 회상되다",反复出现；再次发生；重新产生,,/rɪˈkəː/,,"reoccur, occur again, be repeated, repeat, repeat itself","From Latin recurrō (“run back”)
",[VERB],"If something recurs, it happens more than once.",
elegiac,애가[비가]의,挽歌（体）的,,/ˌɛlɪˈdʒʌɪək/,,"melancholic, melancholy, plaintive, sorrowful, sad, lamenting, doleful","From Middle French élégiaque.
",[ADJ],Something that is elegiac expresses or shows sadness.,
evident,"분명한, 눈에 띄는",显然易见的；明白的，明显的,,/ˈɛvɪd(ə)nt/,,"apparent, noticeable, conspicuous, perceptible, perceivable, visible, observable, discernible, transparent, clear, crystal clear, clear-cut, writ large, plain, manifest, patent, palpable, tangible, distinct, pronounced, marked, striking, glaring, blatant","From Middle English [Term?], from Old French [Term?], from Latin ēvidēns (“visible, apparent, clear, plain”) (compare Late Latin ēvideor (“to appear plainly”)), from ē (“out”) + videō (“see”), present participle vidēns, deponent videor (“to appear, seem”).
",[ADJ],"If something is evident, you notice it easily and clearly.",promising
recondite,"많이 알려지지 않은, 잘 이해받지 못하는",深奥的；玄妙的；晦涩的,,/ˈrɛk(ə)ndʌɪt/,,"abstruse, arcane, esoteric, little known, recherché, abstract, deep, profound, cryptic, difficult, complex, complicated, involved","From Latin reconditus (“hidden, concealed”), past participle of recondō (“to put back, to reëstablish; to put away, to hide”), from re- (“again”) + condō (“to build, to form; to store; to conceal”)
",[ADJ],"Recondite areas of knowledge or learning are difficult to understand, and not many people know about them.",
subjugate,"예속시키다, 지배[통제]하에 두다",征服，使臣服，使屈服,,/ˈsʌbdʒʊɡeɪt/,,"vanquish, defeat, crush, quell, quash, gain mastery over, gain ascendancy over, gain control of, bring under the yoke, bring to heel, bring someone to their knees, overcome, overpower, hegemonize"," Romans Under the Yoke (1858), Charles Gleyre",[VERB],"If someone subjugates a group of people, they take complete control of them, especially by defeating them in a war.",
infinitesimal,"극미한, 극소의",极微小的,,/ˌɪnfɪnɪˈtɛsɪm(ə)l/,,"tiny, minuscule, extremely small, very small","From Latin infinitesimus, from infinitus (“infinite”) + -esimus, as in centesimus (“hundredth”)
",[ADJ],Something that is infinitesimal is extremely small.,
aberrant,"도리를 벗어난, 일탈적인",违反常规的；反常的；异常的（尤指不能接受的）,,/əˈbɛr(ə)nt/,,"deviating, divergent, abnormal, atypical, anomalous, digressive, irregular","From Latin aberrāns, present active participle of aberrō (“go astray; err”), from ab (“from”) + errō (“to wander”).[1] See aberr.[2]
",[ADJ],Aberrant means unusual and not socially acceptable.,
miserly,구두쇠[수전노]인,守财奴似的；吝啬鬼似的；吝啬的，小气的,,/ˈmʌɪzəli/,,"niggardly, parsimonious, close-fisted","miser +‎ -ly, attested from the 1540s.
",[ADJ],"If you describe someone as miserly, you disapprove of them because they seem to hate spending money, and to spend as little as possible.",
apogee,"정점, 절정",（成功、流行、权力等的）顶峰，顶点，最高点,,/ˈapədʒiː/,,"pinnacle, peak, high point, highest point, height, high water mark, top, summit, crest, zenith, crowning moment, apotheosis","From French apogée, from Latin apogaeum, apogeum, from Ancient Greek ἀπόγειον (apógeion, “away from Earth”), from ἀπό (apó, “away”) + γῆ (gê, “Earth”).
",[NOUN],The apogee of something such as a culture or a business is its highest or its greatest point.,
conjugal,"부부의, 부부 관계의",婚姻的；夫妻间的（尤指性生活）,,/ˈkɒndʒʊɡ(ə)l/,,"matrimonial, nuptial, marriage, married, wedded, connubial, bridal","From Middle French conjugal, from Latin coniugālis.
",[ADJ],"Conjugal means relating to marriage and the relationship between a husband and wife, especially their sexual relationship.",
effervescent,"열광하는, 기운이 넘치는",冒泡的；起沫的；泡腾的,,/ɛfəˈvɛsənt/,,"sparkling, carbonated, gassy, aerated, bubbly, bubbling, frothy, foaming","From French effervescent, from Latin effervēscō (“boil up”).
",[ADJ],An effervescent liquid is one that contains or releases bubbles of gas.,
brevet,명예 진급,予以名誉晋升,,/ˈbrɛvɪt/,,,"Inherited from the Middle English brevet (“official letter”), from the Anglo-Norman diminutive of bref (“letter”), from the Latin brevis (“short”), whence brief.
",[NOUN],a document entitling a commissioned officer to hold temporarily a higher military rank without the appropriate pay and allowances,
abhor,(특히 도덕적인 이유로) 혐오하다,憎恶；憎恨；厌恶,,/əbˈhɔː/,,"hate, loathe, despise, abominate, execrate, regard with disgust, feel disgust for, feel repugnance towards, feel distaste for, shrink from, recoil from, shudder at, be unable to bear, be unable to abide, feel hostility to, feel aversion to, feel animosity to, find intolerable, dislike, disdain, have an aversion to","First attested in 1449, from Middle English abhorren, borrowed from Middle French abhorrer, from Latin abhorreō (“shrink away from in horror”), from ab- (“from”) +‎ horreō (“stand aghast, bristle with fear”).[1]
",[VERB],"If you abhor something, you hate it very much, especially for moral reasons.",
proponent,(어떤 사상·행동 방침의) 지지자,提倡者，宣导者，辩护者,,/prəˈpəʊnənt/,,"supporter, upholder, exponent, promoter, adherent, endorser, champion, defender, backer, subscriber, patron, espouser, friend, apostle, apologist, pleader, proposer, propounder, spokesperson, spokesman, spokeswoman","From Latin prōpōnēns, present participle of prōpōnō (“to put forward; propose”)
",[NOUN],"If you are a proponent of a particular idea or course of action, you actively support it.",
pessimistic,비관적인; 비관주의적인,悲观的,,/ˌpɛsɪˈmɪstɪk/,,"negative, defeatist, downbeat, gloom-ridden, cynical, bleak, fatalistic, dark, black, despairing, despondent, depressed, dejected, demoralized, hopeless, melancholy, glum, lugubrious, suspicious, distrustful, doubting, alarmist","pessimist +‎ -ic
",[ADJ],Someone who is pessimistic thinks that bad things are going to happen.,
desiccate,"건조시키다, <식품을> 물기를 빼서 건물(乾物)[가루]로 보관하다",把…弄干，使干（燥），使完全干燥；使脱水;用干燥法保存（食物），干贮（食物）；晒干；烘干；烤干;使智力枯竭；使…的感情枯竭,记忆技巧：de 去掉 + sicc 干 + ate 表动词 → 脱水；干燥,/ˈdɛsɪkeɪt/,,"dried up, dry, dehydrated, powdered","From Latin dēsiccāre (“to dry completely, dry up”)  +‎ -ate (verb suffix indicating acting in the specified manner).[1] Dēsiccāre is derived from dēsiccō (“to desiccate, dry up; to drain dry”) (from dē- (prefix meaning ‘completely, to exhaustion’) + siccō (“to dry; to drain, exhaust”), from siccus (“dry”), from Proto-Indo-European *seyk-) + -āre.
",[VERB],to remove most of the water from (a substance or material); dehydrate,
proffer,(물건을 잡고) 내밀다[권하다],提供，提出,,/ˈprɒfə/,,"tender, present, extend, give, submit, volunteer, suggest, propose, put forward","From Middle English profren, from Old French proffrir, poroffrir, from por- + offrir (“offer”), from Latin pro (for, in front of) + offerre (“to carry forward”), from ob- (“to, toward”) + ferre (“to bring”).
",[VERB],"If you proffer something to someone, you hold it towards them so that they can take it or touch it.",
pique,(보통 자존심이 상해서 갖게 되는) 불쾌감[언짢음],（尤指因自尊心受损而产生的）不悦，生气,,/piːk/,,"annoyance, resentment, anger, displeasure, indignation, temper, bad temper, hurt pride, wounded pride, hurt feelings, wounded feelings, petulance, ill humour, peevishness, offence, umbrage, vexation, exasperation, disgruntlement, discontent, discontentment","Deverbal of piquer.
",[NOUN],Pique is the feeling of annoyance you have when you think someone has not treated you properly.,
lexicon,(특정 언어·분야·개인·집단에서 사용하는 모든) 어휘,（某语言或学科的）全部辞汇；词典,,/ˈlɛksɪk(ə)n/,,"word stock, lexis",English Wikipedia has articles on:lexiconWikipedia,[NOUN],The lexicon of a particular subject is all the terms associated with it. The lexicon of a person or group is all the words they commonly use.,
ravage,"황폐[피폐]하게 만들다, 유린[파괴]하다",严重破坏；损坏；毁坏,,/ˈravɪdʒ/,,"devastate, ruin, leave in ruins, destroy, wreak havoc on, leave desolate, level, raze, demolish, wipe out, wreck, damage","From French ravage (“ravage, havoc, spoil”), from ravir (“to bear away suddenly”), from Latin rapere (“to snatch, seize”), akin to Ancient Greek ἁρπάζω (harpázō, “to seize”)
",[VERB],"A town, country, or economy that has been ravaged is one that has been damaged so much that it is almost completely destroyed.",
antebellum,(특히 미국 남북) 전쟁 전의,战前的；尤指美国内战之前的,,/ˌantɪˈbɛləm/,,,"From the Latin phrase ante bellum (literally “before the war”), from ante (“before”) + bellum (“war”).
",[ADJ],"of or during the period before a war, esp the American Civil War",
counterfeit,"위조의, 모조의",伪造的；仿造的；假冒的,,/ˈkaʊntəfɪt/,,"faked, copied, forged, feigned, simulated, sham, spurious, bogus, imitation, substitute, dummy, ersatz","Anglo-Norman countrefait, from Old French contrefait.
",[ADJ],"Counterfeit money, goods, or documents are not genuine, but have been made to look exactly like genuine ones in order to deceive people.",
bacchanalian,"흥청망청 대는, 진탕 마셔 대는",（尤指派对）疯狂地饮酒作乐的,,/ˌbakəˈneɪlɪən/,,"sensualist, pleasure-seeking, self-indulgent, indulgent, libertine, sybaritic, voluptuary, lotus-eating",,[ADJ],characterized by or involving drunken revelry,
autonomy,자치권,自治，自治权,,/ɔːˈtɒnəmi/,,"independence, self-rule, home rule, sovereignty, self-determination, freedom, autarchy","From Ancient Greek αὐτονομία (autonomía), from αὐτόνομος (autónomos), from αὐτός (autós, “self”) + νόμος (nómos, “law”). Surface analysis auto- (“self”) +‎ -nomy (“a system of rules or laws about a particular field”).
",[NOUN],"Autonomy is the control or government of a country, organization, or group by itself rather than by others.",
disciple,(종교적·정치적 가르침을 따르는) 제자[신봉자],信徒，门徒，追随者,,/dɪˈsʌɪp(ə)l/,,"adherent, believer, admirer, devotee, acolyte, votary","From Middle English disciple, discipul, from Old English discipul m (“disciple; scholar”) and discipula f (“female disciple”), both from Latin discipulus (“a pupil, learner”). Later influenced or superseded in Middle English by Old French deciple.
",[NOUN],"If you are someone's disciple, you are influenced by their teachings and try to follow their example.",
perfidious,믿을[신뢰할] 수 없는,背信弃义的；不忠贞的,,/pəˈfɪdɪəs/,,"duplicitous, deceitful, disloyal, faithless, unfaithful, traitorous, treasonous, false, untrue, double-dealing, dishonest, two-faced, Janus-faced, untrustworthy","From Latin perfidiōsus (“treacherous”), from perfidia.
",[ADJ],"If you describe someone as perfidious, you mean that they have betrayed someone or cannot be trusted.",
fumigate,훈증 소독하다,（用毒性气体）薰蒸，烟熏（以除害虫或消毒）,,/ˈfjuːmɪɡeɪt/,,"purify, sterilize, sanitize, sanitate, decontaminate, cleanse, clean out","Borrowed from Latin fūmigātus, past participle of fūmigō, from fūmus (“smoke”).
",[VERB],"If you fumigate something, you get rid of germs or insects from it using special chemicals.",
prosaic,"평범한, 상상력이 없는",乏味的；平淡无奇的；缺乏想像力的,,/prə(ʊ)ˈzeɪɪk/,,"uninspired, matter-of-fact, dull, dry, humdrum, mundane, pedestrian, heavy, plodding, lifeless, dead, spiritless, lacklustre, undistinguished, stale, jejune, bland, insipid, vapid, vacuous, banal, hackneyed, trite, literal, factual, unpoetic, unemotional, unsentimental, clear, plain, unadorned, unembellished, unvarnished, monotonous, deadpan, flat","From Middle French prosaïque, from Medieval Latin prosaicus (“in prose”), from Latin prosa (“prose”), from prorsus (“straightforward, in prose”), from Old Latin provorsus (“straight ahead”), from pro- (“forward”) + vorsus (“turned”), from vertō (“to turn”), from Proto-Indo-European *wer- (“to turn, to bend”).
",[ADJ],Something that is prosaic is dull and uninteresting.,
demur,이의를 제기하다,提出异议；拒绝,,/dɪˈməː/,,"object, take exception, take issue, protest, lodge a protest, cavil, dissent","From Anglo-Norman demorer, from Old French demorer (French demeurer), from Vulgar Latin demoro, Latin
demorari (“to tarry”), from de- + morari (“to delay”).[1]
",[VERB],"If you demur, you say that you do not agree with something or will not do something that you have been asked to do.",
antidote,해독제,解毒剂；（尤指）解毒药,,/ˈantɪdəʊt/,,antiserum,"From Latin antidotum, from Ancient Greek ἀντίδοτον (antídoton), neuter of ἀντίδοτος (antídotos, “given as a remedy for”), from ἀντιδίδωμι (antidídōmi, “I give in return, repay”), from ἀντί (antí, “against”) + δίδωμι (dídōmi, “I give”). Compare French antidote.
",[NOUN],An antidote is a chemical substance that stops or controls the effect of a poison.,
exonerate,무죄임[책임이 없음]을 밝혀 주다,证明…无罪；宣布…无罪；使免受责备,,/ɪɡˈzɒnəreɪt/,,"clear, acquit, declare innocent, find innocent, pronounce not guilty, discharge","From Latin exonerāt-, the participle stem of exonerāre, from exonerō (“to discharge, to unload; to exonerate”), from ex- (“a prefix denoting privation”) + onerō (“to burden, to lade, to load”) (from onus (“burden, load”), from Proto-Indo-European *h₃énh₂os (“burden, load”), from *h₃enh₂- (“to charge, to onerate”)). Cognate with French exonérer.
",[VERB],"If a court, report, or person in authority exonerates someone, they officially say or show that that person is not responsible for something wrong or unpleasant that has happened.",
odious,"끔찍한, 혐오스러운",讨厌的；可恶的，可憎的,,/ˈəʊdɪəs/,,"repulsive, repellent, repugnant, disgusting, offensive, objectionable, vile, foul, abhorrent, loathsome, nauseating, nauseous, sickening, hateful, detestable, execrable, abominable, monstrous, appalling, reprehensible, deplorable, insufferable, intolerable, unacceptable, despicable, contemptible, beyond the pale, unspeakable, poisonous, noxious, obscene, base, hideous, grisly, gruesome, horrendous, heinous, atrocious, awful, terrible, dreadful, frightful, obnoxious, unsavoury, unpalatable, unpleasant, disagreeable, nasty, distasteful, dislikeable, off-putting, displeasing","Borrowed from Anglo-Norman, from Old French odieus, from Latin odiōsus, from odium (“hate”).
",[ADJ],"If you describe people or things as odious, you think that they are extremely unpleasant.",
mendacity,거짓된 행동; 허위,撒谎习惯；说谎,,/mɛnˈdasəti/,,"untruthfulness, dishonesty, deceit, deceitfulness, deception, dissembling, insincerity, disingenuousness, hypocrisy, fraud, fraudulence, double-dealing, two-timing, duplicity, perjury, perfidy","From Late Latin mendacitas [1], from Latin mendāx (“deceitful, deceptive, lying”) +‎ -itās (“suffix forming nouns indicating a state of being”). Mendāx is derived from mentior (“to deceive, lie”) (from mēns, mentis (“mind; intellect; judgment, reasoning”), from Proto-Indo-European *méntis (“thought”)) + -āx (“suffix forming adjectives expressing a tendency or inclination”), or from Proto-Indo-European *mend- (“to fault”).
",[NOUN],"Mendacity is lying, rather than telling the truth.",
bombastic,"과장한, 허풍 떠는",夸夸其谈的；夸大的,,/bɒmˈbastɪk/,,"blustering, ranting, blathering","18th century, from bombast (“padding, stuffing”).
",[ADJ],"If you describe someone as bombastic, you are criticizing them for trying to impress other people by saying things that sound impressive but have little meaning.",
antipathy,(강한) 반감,憎恶，厌恶；反感,,/anˈtɪpəθi/,,"antagonism, animosity, aversion, animus, opposition, enmity, dislike, distaste, ill will, ill feeling, hatred, hate, abhorrence, loathing, repugnance, odium","From Ancient Greek ἀντιπάθεια (antipátheia), noun of state from ἀντιπαθής (antipathḗs, “opposed in feeling”), from ἀντί (antí, “against”) + root of πάθος (páthos, “feeling”).
",[NOUN],Antipathy is a strong feeling of dislike or hostility towards someone or something.,
abnormal,비정상적인,反常的；异常的；变态的（尤指不好的）,,/əbˈnɔːm(ə)l/,,"uncommon, atypical, untypical, non-typical, unrepresentative, rare, isolated, irregular, anomalous, deviant, deviating, divergent, wayward, aberrant, freak, freakish","From ab- +‎ normal. First attested in 1835, replacing the earlier anormal and even earlier abnormous,[1] from Latin abnormis (“departing from normal”), from either (ab- (“away from”) + norma (“rule, norm”)),[2] or Ancient Greek ἀνώμαλος (anṓmalos)[3].
",[ADJ],"Someone or something that is abnormal is unusual, especially in a way that is worrying.",
fugue,푸가,赋格曲,,/fjuːɡ/,,,"Borrowed from French fugue, from Italian fuga (“flight, ardor”), from Latin fuga (“act of fleeing”), from fugere (“to flee”); compare Ancient Greek φυγή (phugḗ). Apparently from the metaphor that the first part starts alone on its course, and is pursued by later parts.
",[NOUN],A fugue is a piece of music that begins with a simple tune which is then repeated by other voices or instrumental parts with small variations.,
